Date,USD,GBP,EUR,JPY,USD_Return,USD_Volatility,GBP_Return,GBP_Volatility,EUR_Return,EUR_Volatility,JPY_Return,JPY_Volatility
2016-01-01,67.2,97.35,73.12,55.12,,,,,,,,
2016-01-02,67.30588795788707,97.03094789847307,73.38734925619796,55.15366743411838,0.0015757136590337506,,-0.003277371356208758,,0.003656308208396686,,0.0006108025057762756,
2016-01-03,67.28305515561732,97.09448821583322,73.7602834452055,54.41609003380578,-0.00033923929930224084,,0.0006548458892376985,,0.005081723114233272,,-0.013373134274228371,
2016-01-04,67.41906608198529,97.24089141048027,73.4904737611555,54.11055415540305,0.0020214736987402837,,0.001507842487635358,,-0.0036579263452862776,,-0.005614807646284747,
2016-01-05,67.7315175702207,97.24727024050824,73.24371102053472,53.934411079260975,0.004634467761025496,,6.559822658402936e-05,,-0.003357751392687458,,-0.0032552443583593327,
2016-01-06,67.68628945102112,96.43920175212692,73.13345483362698,54.01214672930668,-0.0006677558811920559,,-0.008309420782535493,,-0.0015053331592772556,,0.0014412996914245912,
2016-01-07,67.64143966170406,96.5124471880153,72.94595164070297,54.08901363642965,-0.000662612615949687,,0.0007594985706813606,,-0.0025638497914609593,,0.0014231411224627788,
2016-01-08,67.9649343653029,97.3772549877329,73.01052657861425,54.05371933329557,0.0047824928803517075,,0.00896058306378733,,0.0008852436147428477,,-0.000652522587513249,
2016-01-09,68.12229903888445,97.23937506831663,72.52009943131095,54.21456557735077,0.0023153803509283755,,-0.0014159355738014856,,-0.006717211480117502,,0.0029756739413882016,
2016-01-10,68.02621170079536,96.9599037053239,72.24688054184934,53.96967561066298,-0.0014105122616934196,,-0.0028740555232527054,,-0.003767491931259692,,-0.004517051166598174,
2016-01-11,68.13748700246049,97.11114541059148,72.64859861024414,54.12465715278433,0.001635770960678462,,0.0015598376183130203,,0.005560351746427328,,0.0028716411645566264,
2016-01-12,68.04259065840736,97.2374943354572,72.42228404552992,54.24624711672551,-0.001392718578683394,,0.0013010754258073742,,-0.0031151951867424144,,0.0022464800765011894,
2016-01-13,67.94803908768161,97.70521754737317,72.7488209220432,54.34372941433615,-0.00138959392655158,,0.004810111728119848,,0.004508790088807224,,0.001797033026098127,
2016-01-14,67.99855903270456,97.21289751685678,72.84837085035002,54.30401293435676,0.0007435085059299684,,-0.0050388305033728376,,0.0013684060723611058,,-0.0007308383213190384,
2016-01-15,67.60915169575915,97.5013902550618,72.39546636244336,54.756404330567584,-0.005726699837243943,,0.0029676385086145896,,-0.00621708464609394,,0.008330717598304949,
2016-01-16,67.26285081475523,97.73297554203413,72.56812085842576,54.88051338775351,-0.005122100667115048,,0.0023751998444996314,,0.0023848799470123083,,0.0022665669651475984,
2016-01-17,67.15529694664,97.67648688862836,72.54872424996341,54.64328244605064,-0.0015990084691985817,,-0.0005779897019657643,,-0.00026728828351751943,,-0.004322680803416246,
2016-01-18,66.95790653242965,97.80847106529916,72.44374168977814,54.70754204110716,-0.002939312655667159,,0.0013512379578237699,,-0.0014470628018704579,,0.001175983436206618,
2016-01-19,67.02903142664601,98.20961916535045,72.51730866712785,54.89564917321446,0.0010622329445428846,,0.004101363569863681,,0.001015504937124101,,0.0034384131527231965,
2016-01-20,66.85401040989439,98.54676529735784,72.64875358235369,54.7522064942992,-0.0026111225692283524,,0.0034329237285786185,,0.0018126005727709948,,-0.0026130063324808495,
2016-01-21,66.57951532110701,98.0873514844738,72.83875878511574,55.023208391259885,-0.00410588814499524,,-0.004661886278030436,,0.00261539521867582,,0.0049496068617600475,
2016-01-22,66.88285092542729,98.40486107237952,73.14790783721331,55.11894813320323,0.004555989974653896,,0.003237008473574443,,0.004244293247906539,,0.001739988356596056,
2016-01-23,66.8461959398976,98.37200503964114,73.25898688751894,54.53855472091879,-0.0005480475940022878,,-0.0003338862773680784,,0.0015185540310029833,,-0.010529834692814433,
2016-01-24,66.86866312149499,98.3936364054198,72.91209357602973,54.61588691118584,0.00033610262007410796,,0.00021989351309792404,,-0.004735163919504237,,0.001417936185928781,
2016-01-25,66.59166623290956,98.4152107179331,72.79959536182253,54.51946818795412,-0.0041424020707898634,,0.0002192653234647235,,-0.0015429294193822773,,-0.0017653970059757773,
2016-01-26,66.49357439136716,98.34864181791644,73.55870103131763,54.65515298811097,-0.001473034796866557,,-0.00067640865198626,,0.010427333637258007,,0.0024887403466424818,
2016-01-27,66.52703804935005,98.81071260807352,73.74900162552798,54.890546424953016,0.0005032615299929155,,0.004698293556636424,,0.0025870575682043206,,0.004306884602321981,
2016-01-28,66.30847929014634,98.76630984297748,74.36299151279553,54.94064298527605,-0.0032852621372018165,,-0.0004493719752043379,,0.008325399310287418,,0.0009126628096429723,
2016-01-29,66.39582345323944,98.31316991486588,74.7241055627387,55.3539677119631,0.001317239726022379,,-0.004588000997830299,,0.004856099016417703,,0.0075231141142235725,
2016-01-30,66.2882666269266,98.15209572704204,74.78260411593502,55.30880002170201,-0.0016199336150803934,,-0.001638378540365748,,0.0007828605341713146,,-0.000815979271732048,
2016-01-31,66.24307314864039,98.21755046856704,74.8563557022072,55.46391099618327,-0.0006817719120724153,0.00269749937031651,0.0006668705445376233,0.0034645923010036537,0.0009862131326403567,0.004108596746536421,0.0028044538015721265,0.004617247016165814
2016-02-01,66.13663908136033,98.69514791417603,74.84112004217697,55.66355662737461,-0.0016067199515523711,0.0026765899288553135,0.004862648715331597,0.0034932659500174754,-0.0002035319497898369,0.004076074295264054,0.0035995592017497025,0.0046580848804131745
2016-02-02,66.5180126406564,98.92319804999936,74.38041985305708,55.63680201220421,0.005766449045390809,0.0029169133173051337,0.002310651948377762,0.0035076562403292665,-0.006155709439680468,0.004171153440769691,-0.0004806486827549916,0.003881444523309865
2016-02-03,66.5267635283437,98.57435236171114,74.38312931443751,55.82956256415165,0.00013155666172059988,0.002883544238459295,-0.0035264295449880523,0.0035837151594199936,3.64270783330678e-05,0.004104659695276697,0.003464623144679768,0.0037188550562253205
2016-02-04,66.32709087601161,99.54546737066046,74.69635195924806,55.67686253474814,-0.0030013883397019825,0.002754287660594702,0.009851599180544346,0.003970997719783133,0.004210936642453866,0.004097645997273766,-0.0027351106186449536,0.003699253519743981
2016-02-05,66.50351547562019,99.63237779384608,74.53531397620328,55.568553502298734,0.002659917648708321,0.0028215879831630123,0.0008730726318457727,0.0035803915800743484,-0.002155901577799102,0.004111215706560055,-0.0019453149390702418,0.003738899822696
2016-02-06,66.27159648275213,100.12128250707886,74.63976498199354,55.23852796565121,-0.0034873192974750333,0.002871012905620576,0.004907086672611527,0.003646552261221897,0.0014013626590960726,0.00406813369043735,-0.00593907013674333,0.003943094102767099
2016-02-07,66.32630802887297,100.0361813082372,74.85847708467172,55.298546154575774,0.0008255655367390702,0.0026971403739011798,-0.0008499811100166621,0.0033579324536645453,0.002930235682426785,0.0040871603673549,0.0010865276671001567,0.003935166695155635
2016-02-08,65.94924724083262,100.22615672876904,74.61477525517643,55.37916438352408,-0.0056849355745266505,0.0027719737764132783,0.0018990670979979196,0.003333417723955439,-0.003255500766060848,0.003911489008881854,0.001457872485886913,0.00391549530804661
2016-02-09,65.70179207497229,100.5373338858856,74.49343490864047,55.67228172934701,-0.003752206070778641,0.002814354383288325,0.0031047499701966075,0.003271071865309163,-0.0016262241107204423,0.003841210535374903,0.005292917455254065,0.00387278287256523
